ID,DateOfBite,Date,Year,Month,Season,Species,Breed,CrossBreed,Age,Gender,SpayNeuter,Borough
886,June 26 2015,26/06/2015,2015,06,Spring,DOG,SAMOYED,FALSE,13,M,FALSE,Queens
887,June 26 2015,26/06/2015,2015,06,Spring,DOG,SHIH TZU MIX,TRUE,5,M,FALSE,Bronx
888,June 27 2015,27/06/2015,2015,06,Spring,DOG,AMERICAN PITBULL MIX,TRUE,3,M,FALSE,Queens
889,June 27 2015,27/06/2015,2015,06,Spring,DOG,CHIHUAHUA MIX,TRUE,12,M,TRUE,Staten Island
890,June 27 2015,27/06/2015,2015,06,Spring,DOG,GERMAN SHEPHERD,FALSE,1,M,TRUE,Queens
891,June 27 2015,27/06/2015,2015,06,Spring,DOG,GERMAN SHEPHERD,FALSE,16,F,TRUE,Queens
892,June 27 2015,27/06/2015,2015,06,Spring,DOG,PIT BULL,FALSE,2,M,TRUE,Queens
893,June 27 2015,27/06/2015,2015,06,Spring,DOG,PIT BULL,FALSE,3,M,FALSE,Queens
894,June 27 2015,27/06/2015,2015,06,Spring,DOG,SHIH TZU,FALSE,1,M,TRUE,Manhattan
895,June 27 2015,27/06/2015,2015,06,Spring,DOG,SIBERIAN HUSKY,FALSE,4,M,TRUE,Queens
896,June 28 2015,28/06/2015,2015,06,Spring,DOG,AMERICAN PITBULL MIX,TRUE,5,M,FALSE,Brooklyn
897,June 28 2015,28/06/2015,2015,06,Spring,DOG,POODLE,FALSE,11,F,TRUE,Queens
898,June 28 2015,28/06/2015,2015,06,Spring,DOG,SHIH TZU MIX,TRUE,7,M,FALSE,Queens
899,June 28 2015,28/06/2015,2015,06,Spring,DOG,TERRIER MIX,TRUE,8,M,TRUE,Staten Island
900,June 28 2015,28/06/2015,2015,06,Spring,DOG,YORKSHIRE TERRIER,FALSE,3,F,TRUE,Manhattan
901,June 29 2015,29/06/2015,2015,06,Spring,DOG,AMERICAN PITBULL MIX,TRUE,4,M,TRUE,Queens
902,June 29 2015,29/06/2015,2015,06,Spring,DOG,BORDER COLLIE MIX,TRUE,6,M,TRUE,Brooklyn
903,June 29 2015,29/06/2015,2015,06,Spring,DOG,CAIRN TERRIER,FALSE,8,M,FALSE,Queens
904,June 29 2015,29/06/2015,2015,06,Spring,DOG,NORFOLK TERRIER,FALSE,2,M,TRUE,Queens
905,June 30 2015,30/06/2015,2015,06,Spring,DOG,GERMAN SHEPHERD,FALSE,5,M,FALSE,Queens
906,June 30 2015,30/06/2015,2015,06,Spring,DOG,GERMAN SHEPHERD MIX,TRUE,1,M,TRUE,Manhattan
907,June 30 2015,30/06/2015,2015,06,Spring,DOG,MINI PINCHER,FALSE,2,M,TRUE,Bronx
908,June 30 2015,30/06/2015,2015,06,Spring,DOG,YORKSHIRE TERRIER,FALSE,3,M,FALSE,Queens
909,July 01 2015,01/07/2015,2015,07,Summer,DOG,AKITA,FALSE,2,M,FALSE,Queens
910,July 01 2015,01/07/2015,2015,07,Summer,DOG,BOERBOEL,FALSE,1,M,TRUE,Staten Island
911,July 01 2015,01/07/2015,2015,07,Summer,DOG,GERMAN SHEPHERD,FALSE,6,M,FALSE,Brooklyn
912,July 01 2015,01/07/2015,2015,07,Summer,DOG,GOLDEN RETRIEVER,FALSE,11,F,TRUE,Bronx
913,July 01 2015,01/07/2015,2015,07,Summer,DOG,MINI PINCHER,FALSE,6,M,TRUE,Queens
914,July 01 2015,01/07/2015,2015,07,Summer,DOG,STAFFORDSHIRE BULL TERRIER,FALSE,10,M,TRUE,Staten Island
915,July 01 2015,01/07/2015,2015,07,Summer,DOG,VIZSLA,FALSE,4,M,TRUE,Brooklyn
916,July 02 2015,02/07/2015,2015,07,Summer,DOG,AMERICAN STAFFORD TERRIER,FALSE,3,M,FALSE,Queens
917,July 02 2015,02/07/2015,2015,07,Summer,DOG,CHIHUAHUA,FALSE,3,M,FALSE,Brooklyn
918,July 02 2015,02/07/2015,2015,07,Summer,DOG,LABRADOR,FALSE,5,M,FALSE,Queens
919,July 02 2015,02/07/2015,2015,07,Summer,DOG,LABRADOR,FALSE,0,M,FALSE,Queens
920,July 02 2015,02/07/2015,2015,07,Summer,DOG,LABRADOR MIX,TRUE,1,M,TRUE,Other
921,July 02 2015,02/07/2015,2015,07,Summer,DOG,MASTIFF,FALSE,7,M,FALSE,Bronx
922,July 02 2015,02/07/2015,2015,07,Summer,DOG,PIT BULL,FALSE,3,M,TRUE,Bronx
923,July 02 2015,02/07/2015,2015,07,Summer,DOG,PIT BULL,FALSE,3,M,TRUE,Manhattan
924,July 02 2015,02/07/2015,2015,07,Summer,DOG,PIT BULL,FALSE,7,F,TRUE,Staten Island
925,July 02 2015,02/07/2015,2015,07,Summer,DOG,STAFFORDSHIRE BULL TERRIER,FALSE,4,M,TRUE,Bronx
926,July 03 2015,03/07/2015,2015,07,Summer,DOG,CHIHUAHUA,FALSE,4,U,FALSE,Other
927,July 03 2015,03/07/2015,2015,07,Summer,DOG,CHOW MIX,TRUE,12,M,FALSE,Brooklyn
928,July 03 2015,03/07/2015,2015,07,Summer,DOG,GERMAN SHEPHERD,FALSE,10,F,FALSE,Staten Island
929,July 03 2015,03/07/2015,2015,07,Summer,DOG,HAVANESE,FALSE,5,M,TRUE,Queens
930,July 03 2015,03/07/2015,2015,07,Summer,DOG,LABRADOR MIX,TRUE,7,F,TRUE,Queens
931,July 03 2015,03/07/2015,2015,07,Summer,DOG,MALTESE,FALSE,4,F,TRUE,Queens
932,July 03 2015,03/07/2015,2015,07,Summer,DOG,MASTIFF,FALSE,3,M,FALSE,Bronx
933,July 03 2015,03/07/2015,2015,07,Summer,DOG,MIXED,TRUE,1,M,FALSE,Queens
934,July 03 2015,03/07/2015,2015,07,Summer,DOG,PIT BULL,FALSE,2,M,FALSE,Other
935,July 03 2015,03/07/2015,2015,07,Summer,DOG,PIT BULL MIX,TRUE,5,F,FALSE,Queens
936,July 03 2015,03/07/2015,2015,07,Summer,DOG,SHEEP DOG MIX,TRUE,10,F,FALSE,Other
937,July 03 2015,03/07/2015,2015,07,Summer,DOG,UNKNOWN,FALSE,2,F,FALSE,Queens
938,July 04 2015,04/07/2015,2015,07,Summer,DOG,AMERICAN PITBULL MIX,TRUE,2,M,FALSE,Brooklyn
939,July 04 2015,04/07/2015,2015,07,Summer,DOG,BEAGLE,FALSE,9,M,FALSE,Bronx
940,July 04 2015,04/07/2015,2015,07,Summer,DOG,CHIHUAHUA,FALSE,12,F,TRUE,Queens
941,July 04 2015,04/07/2015,2015,07,Summer,DOG,GOLDEN RETRIEVER,FALSE,3,M,TRUE,Staten Island
942,July 04 2015,04/07/2015,2015,07,Summer,DOG,GOLDEN RETRIEVER MIX,TRUE,3,M,TRUE,Other
943,July 04 2015,04/07/2015,2015,07,Summer,DOG,JACK RUSS,FALSE,1,M,TRUE,Brooklyn
944,July 04 2015,04/07/2015,2015,07,Summer,DOG,MALTIPOO,FALSE,6,M,TRUE,Brooklyn
945,July 04 2015,04/07/2015,2015,07,Summer,DOG,PIT BULL,FALSE,4,M,TRUE,Staten Island
946,July 04 2015,04/07/2015,2015,07,Summer,DOG,SHIH TZU,FALSE,3,F,FALSE,Manhattan
947,July 04 2015,04/07/2015,2015,07,Summer,DOG,SHIH TZU,FALSE,4,F,FALSE,Manhattan
948,July 04 2015,04/07/2015,2015,07,Summer,DOG,SHIH TZU,FALSE,8,M,TRUE,Bronx
949,July 05 2015,05/07/2015,2015,07,Summer,DOG,MUTT,FALSE,10,M,TRUE,Other
950,July 05 2015,05/07/2015,2015,07,Summer,DOG,PIT BULL,FALSE,0,M,FALSE,Queens
951,July 05 2015,05/07/2015,2015,07,Summer,DOG,PIT BULL,FALSE,5,M,FALSE,Queens
952,July 05 2015,05/07/2015,2015,07,Summer,DOG,POODLE,FALSE,3,M,FALSE,Other
953,July 05 2015,05/07/2015,2015,07,Summer,DOG,ROTTWEILER,FALSE,3,M,TRUE,Queens
954,July 05 2015,05/07/2015,2015,07,Summer,DOG,TERRIER,FALSE,8,M,TRUE,Brooklyn
955,July 06 2015,06/07/2015,2015,07,Summer,DOG,BOXER,FALSE,2,F,TRUE,Manhattan
956,July 06 2015,06/07/2015,2015,07,Summer,DOG,MASTIFF,FALSE,4,M,FALSE,Staten Island
957,July 06 2015,06/07/2015,2015,07,Summer,DOG,PIT BULL,FALSE,3,M,TRUE,Other
958,July 06 2015,06/07/2015,2015,07,Summer,DOG,YORKSHIRE TERRIER,FALSE,6,F,FALSE,Brooklyn
959,July 07 2015,07/07/2015,2015,07,Summer,DOG,BOXER,FALSE,3,M,TRUE,Queens
960,July 07 2015,07/07/2015,2015,07,Summer,DOG,BULL DOG ENGLISH,FALSE,6,M,FALSE,Queens
961,July 07 2015,07/07/2015,2015,07,Summer,DOG,GERMAN SHEPHERD,FALSE,1,M,FALSE,Queens
962,July 07 2015,07/07/2015,2015,07,Summer,DOG,LHASA APSO,FALSE,8,M,TRUE,Staten Island
963,July 08 2015,08/07/2015,2015,07,Summer,DOG,BICHON FRISE,FALSE,3,M,TRUE,Queens
964,July 08 2015,08/07/2015,2015,07,Summer,DOG,BOXER MIX,TRUE,7,F,TRUE,Queens
965,July 08 2015,08/07/2015,2015,07,Summer,DOG,COCKER SPANIEL,FALSE,5,M,TRUE,Queens
966,July 08 2015,08/07/2015,2015,07,Summer,DOG,UNKNOWN,FALSE,6,M,FALSE,Brooklyn
967,July 08 2015,08/07/2015,2015,07,Summer,DOG,LABRADOR,FALSE,6,M,TRUE,Manhattan
968,July 08 2015,08/07/2015,2015,07,Summer,DOG,MIXED,TRUE,5,F,TRUE,Other
969,July 08 2015,08/07/2015,2015,07,Summer,DOG,PIT BULL,FALSE,2,M,FALSE,Bronx
970,July 08 2015,08/07/2015,2015,07,Summer,DOG,POODLE MIX,TRUE,2,M,FALSE,Brooklyn
971,July 09 2015,09/07/2015,2015,07,Summer,DOG,AKITA MIX,TRUE,2,M,FALSE,Bronx
972,July 09 2015,09/07/2015,2015,07,Summer,DOG,AMERICAN PITBULL MIX,TRUE,2,F,FALSE,Bronx
973,July 09 2015,09/07/2015,2015,07,Summer,DOG,BULL DOG FRENCH,FALSE,2,M,FALSE,Queens
974,July 09 2015,09/07/2015,2015,07,Summer,DOG,LABRADOR MIX,TRUE,1,M,FALSE,Manhattan
975,July 09 2015,09/07/2015,2015,07,Summer,DOG,MALTESE,FALSE,1,M,TRUE,Queens
976,July 10 2015,10/07/2015,2015,07,Summer,DOG,AMERICAN PITBULL MIX,TRUE,1,F,TRUE,Queens
977,July 10 2015,10/07/2015,2015,07,Summer,DOG,BICHON FRISE,FALSE,4,F,TRUE,Queens
978,July 10 2015,10/07/2015,2015,07,Summer,DOG,GERMAN SHEPHERD MIX,TRUE,6,M,FALSE,Brooklyn
979,July 10 2015,10/07/2015,2015,07,Summer,DOG,GOLDEN RETRIEVER,FALSE,5,M,TRUE,Brooklyn
980,July 10 2015,10/07/2015,2015,07,Summer,DOG,JACK RUSS,FALSE,11,M,TRUE,Bronx
981,July 10 2015,10/07/2015,2015,07,Summer,DOG,TERRIER MIX,TRUE,2,F,FALSE,Bronx
982,July 11 2015,11/07/2015,2015,07,Summer,DOG,AMERICAN STAFFORD TERRIER,FALSE,4,M,FALSE,Bronx
983,July 11 2015,11/07/2015,2015,07,Summer,DOG,AUSTRALIAN CATTLE,FALSE,5,M,FALSE,Staten Island
984,July 11 2015,11/07/2015,2015,07,Summer,DOG,CHIHUAHUA MIX,TRUE,9,M,TRUE,Queens
985,July 11 2015,11/07/2015,2015,07,Summer,DOG,PIT BULL,FALSE,7,M,FALSE,Bronx
986,July 11 2015,11/07/2015,2015,07,Summer,DOG,UNKNOWN,FALSE,2,F,FALSE,Bronx
987,July 12 2015,12/07/2015,2015,07,Summer,DOG,AMERICAN PITBULL MIX,TRUE,3,F,FALSE,Brooklyn
988,July 12 2015,12/07/2015,2015,07,Summer,DOG,BOXER,FALSE,4,M,TRUE,Manhattan
989,July 12 2015,12/07/2015,2015,07,Summer,DOG,JACK RUSSELL MIX,TRUE,1,M,FALSE,Brooklyn
990,July 12 2015,12/07/2015,2015,07,Summer,DOG,MASTIFF MIX,TRUE,5,F,TRUE,Manhattan
991,July 12 2015,12/07/2015,2015,07,Summer,DOG,POODLE MIX,TRUE,3,M,TRUE,Queens
992,July 13 2015,13/07/2015,2015,07,Summer,DOG,BLACK MOUTH CUR,FALSE,3,M,TRUE,Bronx
993,July 13 2015,13/07/2015,2015,07,Summer,DOG,BLACK MOUTH CUR,FALSE,3,M,TRUE,Bronx
994,July 13 2015,13/07/2015,2015,07,Summer,DOG,BULL DOG,FALSE,1,M,TRUE,Manhattan
995,July 13 2015,13/07/2015,2015,07,Summer,DOG,CHIHUAHUA MIX,TRUE,4,M,FALSE,Queens
996,July 13 2015,13/07/2015,2015,07,Summer,DOG,MUTT,FALSE,12,M,TRUE,Bronx
997,July 13 2015,13/07/2015,2015,07,Summer,DOG,POMERANIAN,FALSE,4,M,FALSE,Manhattan
998,July 13 2015,13/07/2015,2015,07,Summer,DOG,ROTTWEILER,FALSE,4,F,FALSE,Staten Island
999,July 14 2015,14/07/2015,2015,07,Summer,DOG,AMERICAN PITBULL MIX,TRUE,2,M,FALSE,Brooklyn
1000,July 14 2015,14/07/2015,2015,07,Summer,DOG,DOBERMAN,FALSE,1,M,TRUE,Queens
1001,July 14 2015,14/07/2015,2015,07,Summer,DOG,GOLDEN RETRIEVER,FALSE,9,M,FALSE,Manhattan
1002,July 14 2015,14/07/2015,2015,07,Summer,DOG,MALTESE,FALSE,2,M,TRUE,Staten Island
1003,July 14 2015,14/07/2015,2015,07,Summer,DOG,PIT BULL,FALSE,7,M,FALSE,Staten Island
1004,July 14 2015,14/07/2015,2015,07,Summer,DOG,PIT BULL,FALSE,8,F,TRUE,Queens
1005,July 14 2015,14/07/2015,2015,07,Summer,DOG,PUGGLE,FALSE,8,M,TRUE,Staten Island
1006,July 14 2015,14/07/2015,2015,07,Summer,DOG,SAMOYED,FALSE,3,M,TRUE,Queens
1007,July 15 2015,15/07/2015,2015,07,Summer,DOG,GERMAN SHEPHERD,FALSE,8,F,FALSE,Brooklyn
1008,July 15 2015,15/07/2015,2015,07,Summer,DOG,JACK RUSSELL MIX,TRUE,4,M,FALSE,Bronx
1009,July 15 2015,15/07/2015,2015,07,Summer,DOG,PIT BULL MIX,TRUE,1,M,FALSE,Bronx
1010,July 16 2015,16/07/2015,2015,07,Summer,DOG,GERMAN SHEPHERD,FALSE,7,F,FALSE,Queens
1011,July 16 2015,16/07/2015,2015,07,Summer,DOG,PIT BULL,FALSE,0,M,FALSE,Bronx
1012,July 16 2015,16/07/2015,2015,07,Summer,DOG,PIT BULL,FALSE,2,F,FALSE,Brooklyn
1013,July 16 2015,16/07/2015,2015,07,Summer,DOG,SCHNAUZER,FALSE,4,F,TRUE,Queens
1014,July 16 2015,16/07/2015,2015,07,Summer,DOG,SHIBA INU,FALSE,1,M,TRUE,Brooklyn
1015,July 17 2015,17/07/2015,2015,07,Summer,DOG,BASSET HOUND,FALSE,3,M,TRUE,Brooklyn
1016,July 17 2015,17/07/2015,2015,07,Summer,DOG,CHOW CHOW,FALSE,7,F,TRUE,Other
1017,July 17 2015,17/07/2015,2015,07,Summer,DOG,COCKAPOO,FALSE,2,M,TRUE,Bronx
1018,July 17 2015,17/07/2015,2015,07,Summer,DOG,COLLIE,FALSE,3,M,FALSE,Manhattan
1019,July 17 2015,17/07/2015,2015,07,Summer,DOG,PIT BULL,FALSE,1,F,TRUE,Manhattan
1020,July 17 2015,17/07/2015,2015,07,Summer,DOG,PIT BULL,FALSE,2,M,TRUE,Manhattan
1021,July 18 2015,18/07/2015,2015,07,Summer,DOG,AMERICAN PITBULL MIX,TRUE,3,M,FALSE,Brooklyn
1022,July 18 2015,18/07/2015,2015,07,Summer,DOG,PIT BULL,FALSE,2,M,TRUE,Manhattan
1023,July 18 2015,18/07/2015,2015,07,Summer,DOG,TERRIER,FALSE,3,M,TRUE,Staten Island
1024,July 19 2015,19/07/2015,2015,07,Summer,DOG,BULL TERRIER,FALSE,2,M,FALSE,Brooklyn
1025,July 19 2015,19/07/2015,2015,07,Summer,DOG,MIXED,TRUE,10,F,TRUE,Other
1026,July 19 2015,19/07/2015,2015,07,Summer,DOG,PIT BULL,FALSE,2,M,FALSE,Bronx
1027,July 19 2015,19/07/2015,2015,07,Summer,DOG,PIT BULL,FALSE,4,M,TRUE,Brooklyn
1028,July 19 2015,19/07/2015,2015,07,Summer,DOG,SHIH TZU MIX,TRUE,5,M,FALSE,Manhattan
1029,July 20 2015,20/07/2015,2015,07,Summer,DOG,GERMAN SHEPHERD,FALSE,5,F,TRUE,Queens
1030,July 20 2015,20/07/2015,2015,07,Summer,DOG,GERMAN SHEPHERD,FALSE,7,M,FALSE,Staten Island
1031,July 20 2015,20/07/2015,2015,07,Summer,DOG,PIT BULL,FALSE,2,M,TRUE,Manhattan
1032,July 21 2015,21/07/2015,2015,07,Summer,DOG,AMERICAN PITBULL MIX,TRUE,13,M,FALSE,Queens
1033,July 21 2015,21/07/2015,2015,07,Summer,DOG,AMERICAN PITBULL MIX,TRUE,2,U,FALSE,Queens
1034,July 21 2015,21/07/2015,2015,07,Summer,DOG,AMERICAN PITBULL MIX,TRUE,4,M,TRUE,Bronx
1035,July 21 2015,21/07/2015,2015,07,Summer,DOG,COCKER SPANIEL,FALSE,13,M,TRUE,Brooklyn
1036,July 21 2015,21/07/2015,2015,07,Summer,DOG,PIT BULL,FALSE,1,M,FALSE,Manhattan
1037,July 21 2015,21/07/2015,2015,07,Summer,DOG,PIT BULL,FALSE,3,M,FALSE,Manhattan
1038,July 22 2015,22/07/2015,2015,07,Summer,DOG,AMERICAN PITBULL MIX,TRUE,6,F,FALSE,Brooklyn
1039,July 22 2015,22/07/2015,2015,07,Summer,DOG,BELGIAN MALINOIS,FALSE,1,M,FALSE,Brooklyn
1040,July 22 2015,22/07/2015,2015,07,Summer,DOG,MALTESE,FALSE,10,F,FALSE,Queens
1041,July 22 2015,22/07/2015,2015,07,Summer,DOG,BOXER MIX,TRUE,8,F,TRUE,Manhattan
1042,July 22 2015,22/07/2015,2015,07,Summer,DOG,PIT BULL,FALSE,1,F,FALSE,Brooklyn
1043,July 22 2015,22/07/2015,2015,07,Summer,DOG,PIT BULL MIX,TRUE,2,M,TRUE,Brooklyn
1044,July 22 2015,22/07/2015,2015,07,Summer,DOG,PIT BULL MIX,TRUE,2,M,TRUE,Brooklyn
1045,July 22 2015,22/07/2015,2015,07,Summer,DOG,YORKSHIRE TERRIER,FALSE,6,M,TRUE,Brooklyn
1046,July 23 2015,23/07/2015,2015,07,Summer,DOG,GERMAN SHEPHERD,FALSE,1,M,TRUE,Bronx
1047,July 23 2015,23/07/2015,2015,07,Summer,DOG,NEWFOUNDLAND,FALSE,5,M,TRUE,Queens
1048,July 24 2015,24/07/2015,2015,07,Summer,DOG,AMERICAN PITBULL MIX,TRUE,1,M,FALSE,Queens
1049,July 24 2015,24/07/2015,2015,07,Summer,DOG,AMERICAN STAFFORD TERRIER,FALSE,2,M,FALSE,Queens
1050,July 24 2015,24/07/2015,2015,07,Summer,DOG,MORKIE,FALSE,5,F,TRUE,Queens
1051,July 24 2015,24/07/2015,2015,07,Summer,DOG,SHIH TZU MIX,TRUE,2,M,TRUE,Manhattan
1052,July 25 2015,25/07/2015,2015,07,Summer,DOG,CHIHUAHUA,FALSE,3,M,FALSE,Brooklyn
1053,July 25 2015,25/07/2015,2015,07,Summer,DOG,MALTESE,FALSE,1,M,FALSE,Brooklyn
1054,July 25 2015,25/07/2015,2015,07,Summer,DOG,SHIBA INU,FALSE,1,M,TRUE,Brooklyn
1055,July 25 2015,25/07/2015,2015,07,Summer,DOG,YORKSHIRE TERRIER,FALSE,4,M,FALSE,Staten Island
1056,July 26 2015,26/07/2015,2015,07,Summer,DOG,PIT BULL,FALSE,8,M,TRUE,Queens
1057,July 26 2015,26/07/2015,2015,07,Summer,DOG,SHIH TZU,FALSE,5,M,FALSE,Manhattan
1058,July 27 2015,27/07/2015,2015,07,Summer,DOG,HUSKY MIX,TRUE,1,M,FALSE,Queens
1059,July 27 2015,27/07/2015,2015,07,Summer,DOG,CHIHUAHUA,FALSE,7,F,FALSE,Bronx
1060,July 27 2015,27/07/2015,2015,07,Summer,DOG,CHIHUAHUA,FALSE,14,M,TRUE,Queens
1061,July 27 2015,27/07/2015,2015,07,Summer,DOG,LABRADOR MIX,TRUE,7,U,FALSE,Brooklyn
1062,July 27 2015,27/07/2015,2015,07,Summer,DOG,MIXED,TRUE,2,M,TRUE,Staten Island
1063,July 27 2015,27/07/2015,2015,07,Summer,DOG,NORFOLK TERRIER,FALSE,5,M,TRUE,Manhattan
1064,July 27 2015,27/07/2015,2015,07,Summer,DOG,PIT BULL,FALSE,3,M,FALSE,Queens
1065,July 28 2015,28/07/2015,2015,07,Summer,DOG,BULL DOG,FALSE,3,M,FALSE,Queens
1066,July 28 2015,28/07/2015,2015,07,Summer,DOG,AMERICAN PITBULL MIX,TRUE,3,M,TRUE,Brooklyn
1067,July 28 2015,28/07/2015,2015,07,Summer,DOG,AMERICAN PITBULL MIX,TRUE,7,M,FALSE,Manhattan
1068,July 28 2015,28/07/2015,2015,07,Summer,DOG,AMERICAN PITBULL MIX,TRUE,8,M,FALSE,Manhattan
1069,July 28 2015,28/07/2015,2015,07,Summer,DOG,AMERICAN PITBULL MIX,TRUE,1,M,TRUE,Manhattan
1070,July 28 2015,28/07/2015,2015,07,Summer,DOG,CHIHUAHUA MIX,TRUE,2,M,FALSE,Manhattan
1071,July 28 2015,28/07/2015,2015,07,Summer,DOG,MIXED,TRUE,5,F,TRUE,Staten Island
1072,July 28 2015,28/07/2015,2015,07,Summer,DOG,PIT BULL,FALSE,9,M,TRUE,Brooklyn
1073,July 29 2015,29/07/2015,2015,07,Summer,DOG,DOBERMAN,FALSE,9,F,FALSE,Brooklyn
1074,July 29 2015,29/07/2015,2015,07,Summer,DOG,MUTT,FALSE,2,M,TRUE,Brooklyn
1075,July 29 2015,29/07/2015,2015,07,Summer,DOG,SHIH TZU,FALSE,5,F,FALSE,Brooklyn
1076,July 29 2015,29/07/2015,2015,07,Summer,DOG,UNKNOWN,FALSE,2,U,FALSE,Queens
1077,July 30 2015,30/07/2015,2015,07,Summer,DOG,AMERICAN PITBULL MIX,TRUE,1,F,FALSE,Staten Island
1078,July 30 2015,30/07/2015,2015,07,Summer,DOG,AMERICAN STAFFORD TERRIER,FALSE,3,M,FALSE,Bronx
1079,July 30 2015,30/07/2015,2015,07,Summer,DOG,YORKSHIRE TERRIER,FALSE,8,M,FALSE,Manhattan
1080,July 31 2015,31/07/2015,2015,07,Summer,DOG,AMERICAN PITBULL MIX,TRUE,3,M,FALSE,Brooklyn
1081,July 31 2015,31/07/2015,2015,07,Summer,DOG,LABRADOR,FALSE,7,M,TRUE,Other
1082,July 31 2015,31/07/2015,2015,07,Summer,DOG,LABRADOR,FALSE,10,M,TRUE,Brooklyn
1083,July 31 2015,31/07/2015,2015,07,Summer,DOG,PIT BULL,FALSE,5,M,TRUE,Queens
1084,August 01 2015,01/08/2015,2015,08,Summer,DOG,AMERICAN PITBULL MIX,TRUE,1,M,FALSE,Manhattan
1085,August 01 2015,01/08/2015,2015,08,Summer,DOG,SHIH TZU,FALSE,6,M,FALSE,Bronx
1086,August 01 2015,01/08/2015,2015,08,Summer,DOG,TERRIER,FALSE,6,M,TRUE,Staten Island
1087,August 02 2015,02/08/2015,2015,08,Summer,DOG,AMERICAN PITBULL MIX,TRUE,4,M,FALSE,Brooklyn
1088,August 02 2015,02/08/2015,2015,08,Summer,DOG,BOXER,FALSE,5,M,FALSE,Staten Island
1089,August 02 2015,02/08/2015,2015,08,Summer,DOG,BULL DOG ENGLISH,FALSE,9,M,TRUE,Brooklyn
1090,August 02 2015,02/08/2015,2015,08,Summer,DOG,COCKAPOO,FALSE,5,M,TRUE,Manhattan
1091,August 02 2015,02/08/2015,2015,08,Summer,DOG,DOBERMAN,FALSE,0,M,FALSE,Brooklyn
1092,August 02 2015,02/08/2015,2015,08,Summer,DOG,PIT BULL,FALSE,1,M,FALSE,Queens
1093,August 02 2015,02/08/2015,2015,08,Summer,DOG,PIT BULL,FALSE,1,M,FALSE,Queens
1094,August 02 2015,02/08/2015,2015,08,Summer,DOG,PIT BULL,FALSE,1,M,FALSE,Queens
1095,August 02 2015,02/08/2015,2015,08,Summer,DOG,PIT BULL,FALSE,7,M,FALSE,Bronx
1096,August 02 2015,02/08/2015,2015,08,Summer,DOG,RHODESIAN RIDGE BACK,FALSE,2,M,FALSE,Manhattan
1097,August 02 2015,02/08/2015,2015,08,Summer,DOG,ROTTWEILER MIX,TRUE,4,F,TRUE,Staten Island
1098,August 02 2015,02/08/2015,2015,08,Summer,DOG,SAINT BERNARD,FALSE,4,M,FALSE,Bronx
1099,August 02 2015,02/08/2015,2015,08,Summer,DOG,SHIH TZU,FALSE,2,F,FALSE,Staten Island
1100,August 02 2015,02/08/2015,2015,08,Summer,DOG,SHIH TZU,FALSE,4,M,FALSE,Bronx
1101,August 03 2015,03/08/2015,2015,08,Summer,DOG,CANE CORSO MIX,TRUE,5,F,FALSE,Queens
1102,August 03 2015,03/08/2015,2015,08,Summer,DOG,CHOW CHOW,FALSE,5,M,TRUE,Queens
1103,August 03 2015,03/08/2015,2015,08,Summer,DOG,TERRIER,FALSE,6,F,TRUE,Brooklyn
1104,August 04 2015,04/08/2015,2015,08,Summer,DOG,ALASKAN KLEE KAI,FALSE,1,M,TRUE,Brooklyn
1105,August 04 2015,04/08/2015,2015,08,Summer,DOG,GERMAN SHEPHERD,FALSE,2,M,FALSE,Queens
1106,August 04 2015,04/08/2015,2015,08,Summer,DOG,PIT BULL,FALSE,2,M,FALSE,Staten Island
1107,August 04 2015,04/08/2015,2015,08,Summer,DOG,PIT BULL,FALSE,4,M,TRUE,Queens
1108,August 05 2015,05/08/2015,2015,08,Summer,DOG,AMERICAN PITBULL MIX,TRUE,2,M,FALSE,Manhattan
1109,August 05 2015,05/08/2015,2015,08,Summer,DOG,CHIHUAHUA,FALSE,5,M,FALSE,Bronx
1110,August 05 2015,05/08/2015,2015,08,Summer,DOG,COCKER SPANIEL,FALSE,1,M,FALSE,Queens
1111,August 05 2015,05/08/2015,2015,08,Summer,DOG,COCKER SPANIEL,FALSE,4,M,TRUE,Staten Island
1112,August 05 2015,05/08/2015,2015,08,Summer,DOG,SHEEP DOG MIX,TRUE,1,F,TRUE,Queens
1113,August 05 2015,05/08/2015,2015,08,Summer,DOG,SIBERIAN HUSKY,FALSE,9,M,TRUE,Staten Island
1114,August 05 2015,05/08/2015,2015,08,Summer,DOG,YORKSHIRE TERRIER,FALSE,3,M,TRUE,Brooklyn
1115,August 06 2015,06/08/2015,2015,08,Summer,DOG,BEAGLE,FALSE,6,M,TRUE,Bronx
1116,August 06 2015,06/08/2015,2015,08,Summer,DOG,BULL DOG FRENCH,FALSE,3,M,TRUE,Queens
1117,August 06 2015,06/08/2015,2015,08,Summer,DOG,BULL TERRIER,FALSE,1,M,TRUE,Manhattan
1118,August 06 2015,06/08/2015,2015,08,Summer,DOG,CHIHUAHUA,FALSE,4,M,FALSE,Bronx
1119,August 06 2015,06/08/2015,2015,08,Summer,DOG,JACK RUSS,FALSE,7,M,TRUE,Brooklyn
1120,August 06 2015,06/08/2015,2015,08,Summer,DOG,LABRADOR MIX,TRUE,4,F,TRUE,Manhattan
1121,August 06 2015,06/08/2015,2015,08,Summer,DOG,PEKINGESE,FALSE,1,F,FALSE,Queens
1122,August 06 2015,06/08/2015,2015,08,Summer,DOG,SHIH TZU,FALSE,4,M,FALSE,Brooklyn
